# Summary stats for batch processing of regression models
# timestamp: 2021-05-16 16:31:10
# PEM
# ------------------------

"ID","fileName","slope","pVal","r2"
1,"ranFile001.csv",0.0765372349318345,0.606018503625908,0.00746453322265875
2,"ranFile002.csv",-0.148745903401753,0.261136105531873,0.0159565164947861
3,"ranFile003.csv",0.248449845257067,0.0315818652421282,0.0601396645381201
4,"ranFile004.csv",0.0634800960375792,0.62011291473134,0.00419117854288365
5,"ranFile005.csv",0.237213623814715,0.216832554057246,0.052097640887404
6,"ranFile006.csv",0.201157423245684,0.281953597808454,0.0412133530518774
7,"ranFile007.csv",0.155596673928468,0.161681607061363,0.0329212705098456
8,"ranFile008.csv",0.0317641166332312,0.923786896323679,0.000794736062592517
9,"ranFile009.csv",-0.103668617722359,0.69359395781844,0.00935880673103936
10,"ranFile010.csv",0.0668030671685437,0.819542739922749,0.00451109346854164
11,"ranFile011.csv",0.0156516800294024,0.896064853506473,0.000217363520620868
12,"ranFile012.csv",-0.0140627770501701,0.902788290609776,0.000217753440407154
13,"ranFile013.csv",-0.571405585689683,0.0727623292558615,0.286762498758901
14,"ranFile014.csv",0.125876102727795,0.31730690598931,0.0114940411720697
15,"ranFile015.csv",0.0806436284252884,0.679114792799516,0.00757469542739031
16,"ranFile016.csv",-0.0289206375331267,0.90935734424847,0.000575764323399218
17,"ranFile017.csv",0.0249887188284969,0.858901884324492,0.000579677973044623
18,"ranFile018.csv",-0.0068617227942857,0.952910520350325,4.80965108306699e-05
19,"ranFile019.csv",0.132775575855494,0.352782439695861,0.0196514688683817
20,"ranFile020.csv",-0.0354515901795444,0.786981680305074,0.00091811816558369
21,"ranFile021.csv",-0.00698046146644665,0.97458479978647,3.82932669125935e-05
22,"ranFile022.csv",-0.0397799151467504,0.70477336232313,0.00156763878520417
23,"ranFile023.csv",-0.0943510925287425,0.45407878472225,0.0114884498485583
24,"ranFile024.csv",0.0120665769345254,0.924968514573175,0.000168917418811562
25,"ranFile025.csv",0.100967688886565,0.469609274044542,0.00972563821633817
26,"ranFile026.csv",-0.202875921003999,0.280444617847734,0.0527219988006729
27,"ranFile027.csv",0.162356494404447,0.119048618670315,0.0297317605844026
28,"ranFile028.csv",0.0675216942204633,0.672163286699421,0.00392788347744627
29,"ranFile029.csv",0.0524152090176849,0.706308624140994,0.00270082817855106
30,"ranFile030.csv",-0.291414906795244,0.353592926583004,0.08645351580189
31,"ranFile031.csv",-0.197771586748805,0.170435677712618,0.0387844371638326
32,"ranFile032.csv",0.22736033625562,0.224993921569659,0.0456537635896295
33,"ranFile033.csv",-0.0334292752359152,0.77502331452039,0.0010672185262732
34,"ranFile034.csv",0.149149430440647,0.302098300896186,0.0190035992221218
35,"ranFile035.csv",-0.403645320868853,0.0129784584654666,0.172908898970333
36,"ranFile036.csv",0.0613490370421551,0.658334193053847,0.00312385867616925
37,"ranFile037.csv",0.254745623765669,0.0227958633302386,0.0663541311436794
38,"ranFile038.csv",0.0306351949900515,0.883627182222889,0.000995742948317644
39,"ranFile039.csv",0.390868591884683,0.208302176962588,0.294341601650127
40,"ranFile040.csv",0.215541575636775,0.0479874148294358,0.0511326085415466
41,"ranFile041.csv",-0.20632059008258,0.315317655761754,0.0530173840422887
42,"ranFile042.csv",-0.229613925181073,0.268562450524505,0.0675194951515007
43,"ranFile043.csv",0.211782688855783,0.0687564683839144,0.0403118676054971
44,"ranFile044.csv",-0.184661026305814,0.344570582414554,0.0308534371136486
45,"ranFile045.csv",0.0701520367548072,0.715323606645794,0.00344873713418582
46,"ranFile046.csv",-0.188245011159655,0.398356697385456,0.0255988432809674
47,"ranFile047.csv",-0.126958573537281,0.415280348168354,0.0170877608621493
48,"ranFile048.csv",-0.0076424571065556,0.981297971484035,4.39249398637074e-05
49,"ranFile049.csv",-0.173066946400997,0.163421406964026,0.0275583980028304
50,"ranFile050.csv",0.167850668116571,0.332659274836102,0.0195629490086352
51,"ranFile051.csv",-0.18934561700855,0.220930635693144,0.0304184140107302
52,"ranFile052.csv",0.239992123934021,0.149511817491834,0.0466249935982997
53,"ranFile053.csv",-0.066046315066589,0.613833932913302,0.00434301206796425
54,"ranFile054.csv",0.309095382226296,0.194717355813343,0.0572818558431555
55,"ranFile055.csv",0.0299378797794628,0.756211950975884,0.00105281470371552
56,"ranFile056.csv",0.091998192524333,0.681301724831675,0.00551393127683387
57,"ranFile057.csv",0.0639939691468749,0.58654919142965,0.00437199722025274
58,"ranFile058.csv",0.144018926658419,0.369477315820309,0.0179351302535047
59,"ranFile059.csv",0.0215690174842366,0.838948369840017,0.000488700500393112
60,"ranFile060.csv",-0.332154416659769,0.0273985382019151,0.118692984832543
61,"ranFile061.csv",0.188419499043461,0.112538237339354,0.0271454258144501
62,"ranFile062.csv",0.0649308492557711,0.641639369863182,0.00357370804316782
63,"ranFile063.csv",-0.236323803026782,0.325533460008608,0.0439464693973943
64,"ranFile064.csv",-0.237540695232582,0.370684853060825,0.047380329561321
65,"ranFile065.csv",-0.47207690372108,0.0406235032811438,0.472927997983473
66,"ranFile066.csv",-0.0933528950757293,0.585843520366757,0.00937927131089274
67,"ranFile067.csv",0.0547590389106558,0.582040430103353,0.00357869046643685
68,"ranFile068.csv",-0.407940889500577,0.012310347426916,0.170530562481792
69,"ranFile069.csv",0.127555152928566,0.396874361847717,0.016745608499256
70,"ranFile070.csv",0.21228184424974,0.225238037240414,0.0502828474975823
71,"ranFile071.csv",-0.0321916294516748,0.869736827531525,0.00119426145988746
72,"ranFile072.csv",0.0719943009742863,0.477871144054076,0.00531607808263879
73,"ranFile073.csv",-0.441921105380356,0.031857081637638,0.185019335206662
74,"ranFile074.csv",-0.00577247287160186,0.962560663517218,3.17024012562783e-05
75,"ranFile075.csv",0.00572816302929452,0.962125734999858,3.02664899764468e-05
76,"ranFile076.csv",-0.0992226327617398,0.362179315874798,0.0120479184741992
77,"ranFile077.csv",0.319450577437552,0.0686200647488137,0.109795056717504
78,"ranFile078.csv",0.150967686006246,0.586475967281413,0.018897409072042
79,"ranFile079.csv",-0.00067721458297354,0.994994642573504,4.0781437838577e-07
80,"ranFile080.csv",0.140309427664513,0.17002524187186,0.0210484509700239
81,"ranFile081.csv",0.0936762907389132,0.665360849419464,0.00827789128622343
82,"ranFile082.csv",0.173716486612829,0.317218341411726,0.0476091306703821
83,"ranFile083.csv",0.215549721782914,0.0946628165622511,0.0437051902255299
84,"ranFile084.csv",-0.282919831888503,0.00864427509914789,0.0907129037043539
85,"ranFile085.csv",-0.119008306921683,0.407237232338995,0.0129969649107177
86,"ranFile086.csv",0.0704838933049059,0.652265043291668,0.00488059708590008
87,"ranFile087.csv",-0.0718226851392597,0.724180530202827,0.00350116467721047
88,"ranFile088.csv",0.0428000034747169,0.821687301936699,0.00135346856912753
89,"ranFile089.csv",0.0816147308921781,0.505355070160812,0.0124186466557844
90,"ranFile090.csv",-0.0348518226587348,0.775454353698622,0.00124142473448038
91,"ranFile091.csv",-0.0942837850092916,0.462167529631723,0.00861261360543623
92,"ranFile092.csv",0.353629876409545,0.0601467097069174,0.165620790006323
93,"ranFile093.csv",0.0895683827470486,0.405623705849303,0.00911807615640578
94,"ranFile094.csv",0.0689837752190361,0.596990203766263,0.00395742002077117
95,"ranFile095.csv",0.221978758618046,0.195473739788173,0.0660952318306878
96,"ranFile096.csv",-0.0953980332324574,0.424375701765993,0.0095502559355925
97,"ranFile097.csv",0.0516857802895809,0.637006136332163,0.00240440833803368
98,"ranFile098.csv",-0.0767023084524449,0.693246190850111,0.00508772340530926
99,"ranFile099.csv",0.196446078432893,0.277219009309651,0.0318255403897433
100,"ranFile100.csv",0.107552921921953,0.27026161163066,0.015363360217536
