# Simulated random data file for batch processing
# timestamp: 2021-05-16 16:29:24
# NJG
# ------------------------

"varX","varY"
0.163650774862617,0.156377853592858
0.619555054232478,0.111520860577002
0.489051959710196,0.108572290278971
0.829276538919657,0.537092932034284
0.132302433019504,0.158576874760911
0.0565591661725193,0.204193813027814
0.163438588380814,0.5232414805796
0.318546547554433,0.535942974733189
0.453176849288866,NA
NA,0.175708632683381
NA,0.648466420127079
0.0176296392455697,NA
0.336854095337912,0.356593267293647
NA,NA
0.0518837701529264,0.0521533286664635
0.42199339880608,0.238270917907357
0.163613326614723,0.960962937679142
0.110746749676764,0.401454563485458
0.625785355921835,NA
0.667619971791282,0.438434900017455
NA,0.146319445921108
