# Simulated random data file for batch processing
# timestamp: 2021-05-16 16:29:24
# NJG
# ------------------------

"varX","varY"
0.991080763051286,0.903116636909544
0.5812427632045,0.602664727484807
NA,0.0221757343970239
0.262002279516309,NA
0.478099916363135,0.53757220832631
0.994997308589518,0.793223667889833
0.203774713911116,0.559944929787889
0.852950328728184,0.61535188369453
0.586197275901213,0.0939130475744605
0.354230876779184,0.525296381907538
0.844630965497345,0.39797179820016
0.564684025477618,0.925483862636611
0.0254459897987545,0.727782889036462
0.822631784249097,0.458295230288059
0.528308422071859,0.144402155186981
0.507091235835105,0.760875960113481
0.148435517912731,0.890098946867511
0.0933760837651789,0.501829158514738
0.0621221615001559,0.571325943805277
0.917099196929485,0.767365812556818
0.769826177041978,0.989699145546183
0.027676924597472,NA
0.1316022076644,0.63186723110266
0.259550582850352,0.754007928539068
0.897014384157956,0.125348212430254
0.898642254760489,0.918144328286871
0.753091071499512,0.478469771333039
0.536234150640666,0.341169079532847
0.489292981335893,0.846717044478282
0.0638066607061774,0.83736564591527
0.154353346908465,0.0703974363859743
0.0679098174441606,0.436692249495536
0.764076493913308,0.743242345983163
NA,0.737196466419846
0.406719783088192,0.294989007990807
0.352907299762592,0.732406083727255
0.564645343227312,0.563307866686955
0.327810179907829,0.177887137513608
0.409967676503584,0.341522453352809
0.306363833602518,0.293559586862102
0.712806135416031,0.210317197488621
0.286170412087813,0.801013181684539
