# Simulated random data file for batch processing
# timestamp: 2021-05-16 16:29:24
# NJG
# ------------------------

"varX","varY"
0.1418432071805,0.258178847841918
0.946095811435953,0.015059445053339
0.915212528314441,0.75440974556841
0.989303533919156,0.0457391345407814
0.900696717435494,0.129273860482499
0.851797840790823,0.848116220207885
0.497270391788334,0.573262543650344
0.127136387862265,0.703415963798761
0.142724107485265,0.744221885455772
0.537167854607105,0.568105064099655
0.00855704955756664,0.905727540608495
0.0769467072095722,0.164050946710631
0.215802999213338,0.219032602384686
0.182385715888813,NA
0.409659746335819,0.974883848335594
0.289239454548806,0.328128687338904
0.0527666159905493,0.492974352324381
0.362868174910545,0.242140349233523
0.0648215506225824,0.347242774441838
0.102570951916277,0.874082783935592
0.0467591180931777,0.0875995538663119
0.79441790911369,0.339218184351921
0.584674666402861,0.88003477989696
0.726178296841681,0.188064654823393
0.921715375734493,0.863781186984852
0.825974208535627,0.0438589320983738
0.743017367785797,0.0381966482382268
0.367819158826023,0.760036245686933
0.493884622817859,0.149628186132759
0.585862294770777,0.599993066629395
0.402749987319112,0.803143817232922
0.22126032365486,0.39785609068349
0.0423747422173619,0.380486965412274
0.588883728487417,0.009484454523772
0.0388568444177508,0.474567258730531
0.153053931659088,0.143321165582165
0.789795745396987,0.300189873669297
0.0609320702496916,0.0885828509926796
0.429428254486993,0.524701687972993
0.345100342761725,0.930895508034155
0.689635743619874,0.245664125308394
0.178524741204455,0.245125240646303
0.922455501277,0.928283682093024
0.676856882637367,0.229838118655607
0.287374362582341,0.0943000528495759
0.97392037534155,0.214099702658132
0.392521127592772,0.560276954667643
0.806810153648257,0.320859103929251
0.43681155750528,0.0459961430169642
0.446526080835611,0.23588003590703
0.0656145680695772,0.968277025036514
0.279690634459257,0.698278533294797
0.861035510199144,0.0337138674221933
NA,0.0737556747626513
0.320530539378524,0.751654430292547
0.477166471770033,0.379975440446287
0.71141917956993,0.697977542411536
0.627619543578476,0.939472957979888
0.0649216352030635,0.0486673712730408
0.515106460545212,NA
0.794476992450655,0.588845982216299
0.739138253265992,0.0741076946724206
0.103186032734811,0.0544120343402028
0.90175495040603,0.576356417732313
0.631710824556649,0.303896742407233
0.628061875235289,0.798673324286938
0.339821984060109,0.448834655340761
0.147499098908156,0.491799856768921
NA,0.821683737915009
0.933358570793644,0.915764068020508
0.943815126549453,0.355864845216274
0.980937134008855,0.485951975220814
NA,0.592786981724203
0.543751553399488,NA
0.824604269815609,0.169534664135426
0.652283029863611,0.685804478125647
0.010699582984671,0.246125829406083
