# Simulated random data file for batch processing
# timestamp: 2021-05-16 16:29:24
# NJG
# ------------------------

"varX","varY"
0.124969955766574,0.913159858668223
0.212567676091567,0.104300224920735
0.816635749069974,0.619904133258387
0.693705390207469,0.587242622859776
0.225501219742,0.318857644917443
0.0468330469448119,0.022203869652003
0.0840611916501075,0.874122741166502
0.616068007890135,0.434666133951396
0.0468531036749482,NA
0.119443433824927,0.396690901601687
0.115083453711122,0.501817376818508
0.807570623932406,0.542793486267328
0.210604903986678,0.138730617007241
0.0346531043760478,0.564187142066658
0.72856976906769,0.639288497157395
0.290344327921048,0.550561535870656
0.656084224581718,0.462607767665759
0.0553049151785672,0.754420750075951
0.356201248941943,0.934536756947637
0.0646200147457421,NA
0.175357472384349,0.322762292111292
0.247308769961819,0.983464093413204
NA,0.399331531021744
0.400338789215311,0.874099695356563
NA,0.0264029898680747
0.375802739290521,0.718879542779177
0.746987721882761,0.277067819377407
0.00815780693665147,0.536140453070402
