# Simulated random data file for batch processing
# timestamp: 2021-05-16 16:29:24
# NJG
# ------------------------

"varX","varY"
0.511384788900614,0.0812411361839622
0.105946284485981,0.211095266509801
0.903498672647402,0.300629368051887
0.712230486795306,0.111009441083297
0.0179615381639451,0.525318623287603
0.885313133941963,0.910470018396154
0.164278056239709,0.685328656574711
0.163421561475843,0.577455686405301
0.519331519026309,0.18232471938245
0.374272269429639,0.940901687834412
0.386638524010777,0.410031376639381
0.78288088645786,0.90918190474622
0.683668619953096,0.31971306540072
0.775611108867452,0.64125988772139
0.776414296356961,0.879261780995876
0.36542262416333,0.172439092071727
0.154738758457825,0.0430857192259282
0.83923039259389,0.783372892532498
0.282833375502378,0.134729973506182
0.143179526086897,0.450730665354058
0.268274757545441,0.909916250733659
0.451624799752608,0.193356987787411
0.0396208609454334,0.508747407700866
0.261580718681216,0.516077235108241
0.393337613670155,0.798079932807013
0.27297051018104,0.486332182073966
0.959994442760944,0.965861956356093
0.883488471154124,0.15342552238144
0.402133703930303,0.311076055746526
0.54454419366084,0.739945623325184
0.611484732944518,0.486455480568111
0.0701158395968378,0.983481314498931
0.851610717596486,0.768499549478292
0.229475863743573,0.417643600841984
0.395234836731106,0.27115591079928
0.407790060155094,0.599437406752259
0.81778367003426,0.50111344573088
0.139974999474362,0.908823393052444
0.580192539142445,0.915128838969395
0.592491025803611,0.85891077411361
NA,0.150141731835902
0.842291888780892,0.381229709135368
0.790967539651319,0.10970331565477
0.275063626468182,0.0748258370440453
0.668465966824442,0.0617531123571098
0.515257836785167,NA
0.434445801656693,0.97847656509839
NA,0.44098469032906
0.59811186674051,0.917997925076634
0.26427169656381,0.296392740914598
0.979298487538472,0.772935526678339
0.585132641717792,0.0647225205320865
0.28789997077547,0.6119011673145
0.903102411422879,0.170738794840872
0.808759385254234,0.0850574681535363
0.91193666215986,0.483505586627871
0.376673294464126,NA
0.699219177942723,0.867407631361857
NA,0.163505537668243
0.896770519437268,0.803352625574917
0.0618459028191864,NA
0.449140462791547,0.891422003507614
0.242618853691965,0.997183182742447
0.884489065269008,0.554283878766
0.235111612128094,0.805220102192834
0.596063422970474,0.0450094216503203
0.0196159516926855,0.497697087004781
0.213022004347295,0.538219998823479
0.28464606567286,0.123564078938216
0.197738671442494,0.373274805489928
0.429628745885566,0.13699096092023
0.475899500306696,0.909254036610946
0.936980911763385,0.726716952398419
0.368246663594618,0.942309874342754
0.693000001600012,0.578037010272965
0.0639888499863446,0.383588109863922
0.312482180306688,0.813375051831827
0.538788742618635,0.186054860474542
0.0527016699779779,0.181041961535811
