# Simulated random data file for batch processing
# timestamp: 2021-05-16 16:29:24
# NJG
# ------------------------

"varX","varY"
0.201292786747217,0.28502159123309
0.34268412948586,0.706708842655644
0.614835424348712,0.92300311755389
0.218461070442572,0.118735839147121
0.181181901367381,0.971754865953699
0.8600965118967,0.821844207122922
0.0721461214125156,0.174532958306372
0.141198724508286,0.483000581851229
0.412412971025333,0.698933908715844
0.641779471188784,0.60711064003408
0.614877447485924,0.701105054700747
0.769474155036733,0.326674311654642
0.153739402769133,0.870983553351834
0.11034978623502,0.741377764381468
0.625976374140009,0.602839152561501
0.212162942159921,0.813417732715607
0.349165175575763,0.168064481811598
0.447079273173586,0.570088997483253
0.0167862952221185,0.104291308904067
0.47609318094328,0.151157569838688
0.705118683399633,0.809799670940265
0.480977062135935,0.207338281674311
0.285991021431983,0.922467067604885
0.00442387606017292,0.0627765173558146
0.0339923873543739,0.886299826670438
0.407330511370674,0.49322104617022
0.350956079550087,0.525755429640412
0.60822831466794,0.529904681723565
0.480303212068975,0.249793205875903
0.324576800689101,0.826686287531629
0.496483243070543,0.421617466956377
0.0483978830743581,0.38601578748785
0.0321732345037162,0.800246885046363
0.867834012489766,0.190594801446423
0.0689387756865472,0.0448260873090476
0.0964118505362421,0.847163907019421
0.973829362308607,0.687422508373857
0.217590288026258,0.429047307698056
0.788566394709051,0.676590847084299
0.163553248625249,0.480068598873913
0.0692460944410414,0.37252475717105
0.940749013097957,0.32518465956673
0.048446458298713,0.348747874144465
0.0364827497396618,0.518147654365748
0.18766600987874,0.749787939479575
0.742286891909316,0.965574200730771
0.749556962633505,0.246840186649933
0.100295341340825,0.0284266530070454
0.562109902733937,0.553315034834668
0.362337387865409,0.902874111896381
0.310817336430773,0.286863239947706
0.930898747639731,0.0661547209601849
0.803290730109438,0.982298173941672
0.392357720760629,0.453822225099429
0.0263497643172741,0.343128643929958
0.725287820911035,0.886994656641036
0.796865683048964,0.295327665284276
0.67502566985786,0.390170947648585
0.783076504478231,0.865571889095008
0.829612446250394,0.0346086125355214
0.895730525488034,0.270362737355754
0.723791803931817,0.167745393235236
0.138696027686819,0.7929617036134
0.608405296457931,0.0482762502506375
0.380189031595364,0.818803430534899
0.990200744243339,0.825132303172722
0.766607861965895,0.492854199605063
0.158281603595242,0.114899142645299
0.387050848687068,0.460768775781617
0.0503200413659215,0.299231893150136
0.233520188601688,0.271709836786613
0.0501226515043527,0.383333581034094
0.814953566296026,0.575840555829927
0.77752030082047,0.79371569189243
0.319050668273121,0.42924850829877
0.080530560342595,0.434211686486378
0.979474324034527,0.880839905003086
0.88362226402387,0.00235604378394783
0.367273619631305,0.117328087100759
0.29922797344625,0.115054725669324
0.596757289255038,0.0728514341171831
0.544152120826766,0.46539238281548
0.649278508033603,0.691771506564692
0.623918731464073,0.0859189555048943
0.191253919620067,0.741646700305864
0.563725404441357,0.366331686032936
0.598905925638974,0.314258567988873
0.036358778597787,0.537762931548059
0.49660743563436,0.0443271498661488
0.147769986651838,0.261829347815365
0.553579133702442,0.422972094034776
0.0895118594635278,0.596064624842256
0.65375644271262,0.892962502781302
0.124093799153343,0.83630780922249
0.639460859121755,0.939131676219404
0.397543446626514,0.350571626331657
0.394598896615207,0.278120348928496
