# Simulated random data file for batch processing
# timestamp: 2021-05-16 16:29:24
# NJG
# ------------------------

"varX","varY"
0.124757389072329,0.472965138964355
0.309627049835399,0.277046894421801
0.21676958934404,0.941062991973013
0.000770368613302708,0.272452773759142
0.444328680401668,0.648232245352119
0.119935291353613,0.839008808135986
0.574827953707427,0.782752917846665
0.915753506589681,0.359219876583666
0.197196611901745,0.838001558789983
0.0194840428885072,NA
0.9404398992192,0.211277795257047
NA,0.093287531286478
0.191039758268744,0.122975470032543
0.45948787056841,0.813291669357568
0.765514468541369,0.367066890001297
0.26358289225027,0.86484011542052
0.836675754515454,0.231056573567912
0.800436176126823,0.891279508592561
0.772921691183001,0.884195981314406
0.25020425580442,0.469583927188069
0.909264543792233,0.887992515228689
0.246619758661836,0.95107146166265
0.542344581335783,0.0257260305806994
0.321199333528057,0.0802718307822943
0.296586010837927,0.805093420902267
0.344270325731486,0.0679193593095988
0.650087755639106,0.176422325661406
0.134233782999218,0.753338896203786
0.0700260691810399,0.102601554244757
0.78688030061312,0.582901187473908
0.531591289909557,0.480380898807198
0.56065186788328,0.584006994497031
0.631609833333641,0.150793699081987
0.218719108263031,0.485029728617519
0.265221829526126,0.998632016591728
0.597704275511205,0.65538150887005
0.49583578389138,0.915860544424504
0.227467546239495,0.787525827297941
0.721960764378309,NA
0.0861123951617628,0.860722623066977
0.509748483309522,0.590516352327541
0.253238174831495,0.773100573569536
NA,0.955091533018276
0.0684253596700728,0.558648202335462
0.752009166404605,0.565567969344556
0.655697294743732,0.697993139503524
0.248652555979788,0.44947109487839
0.367896637413651,NA
0.213212522678077,0.491735941264778
0.167927629547194,0.894669673638418
0.835414269939065,0.140430233674124
0.403390721883625,0.477425956400111
NA,0.550687271635979
0.821053133811802,0.853891821345314
0.687656783033162,0.170407336205244
0.733851648168638,0.155654879519716
0.17016642447561,0.793346157763153
