# Simulated random data file for batch processing
# timestamp: 2021-05-16 16:29:24
# NJG
# ------------------------

"varX","varY"
0.945209353463724,0.0824419357813895
0.37946474342607,0.402383376145735
0.510124644264579,0.0821692973840982
0.756854091072455,0.681786993751302
NA,0.809182821307331
0.0383850852958858,0.668249004054815
0.497218770207837,0.079487717943266
0.918244137894362,0.22456477349624
0.778761779423803,0.580473706824705
0.0434160635340959,0.426454383181408
0.524595650611445,0.00881347246468067
0.310326510109007,0.425314757972956
0.343366220360622,0.206383806886151
0.107062794733793,0.985374577809125
0.43086259579286,0.410551101900637
0.316822852008045,0.192210071953014
0.279997461941093,NA
0.397265803534538,0.971424538874999
0.722172836540267,0.769593971315771
0.978035412030295,0.806193525437266
NA,0.969599630916491
0.875629345187917,0.885229016887024
0.22884131828323,0.99299763282761
0.631835000356659,0.922334500355646
0.664258262142539,0.0363978366367519
0.305076271062717,0.539029316045344
NA,0.97839436121285
0.0212481387425214,0.0868252934888005
0.925550815882161,0.247569284401834
0.489178125979379,0.843430327251554
0.72466673143208,0.848817907739431
0.463219849159941,NA
0.456742505310103,0.581521996064112
0.171784034464508,0.813147704582661
0.532048756023869,0.571999505162239
0.645510319853202,0.600577905075625
0.965362515533343,NA
NA,0.0510253789834678
0.841408879263327,0.849485610611737
0.230074309743941,NA
0.935644504148513,0.673619998851791
NA,0.192491103895009
0.279983655083925,0.990415639942512
0.123330271802843,0.0807192258071154
0.377092311624438,NA
0.971815827768296,0.867732479469851
0.397485066205263,0.496328321751207
0.164801296778023,0.133006637450308
0.109112097881734,0.299609616165981
0.280649278080091,0.0396603515837342
0.320927607128397,0.774444282520562
0.926833726465702,0.788587991846725
0.899186084978282,0.804910122416914
0.231148661114275,0.763585832202807
0.704322656849399,0.301972024841234
0.532351366244256,0.225435126805678
0.866982269333676,0.309313099132851
